Name	GeneDB IDs	Log2 H/L	Log10 (Int H*L)	Group	Glycosome status 
	Tb11.03.0050 	-0.758743379	13.99179932	i	red
	Tb927.10.7430 	-0.758786506	11.71210857	i	red
	Tb927.5.3450 	-0.813872934	12.56692594	i	red
	Tb927.6.2470 	-0.903059036	11.29901277	i	red
	Tb927.10.8500 	-0.913457264	17.26773378	i	red
	Tb11.55.0008 	-0.929033709	10.44085273	i	red
	Tb927.8.2010 	-0.937912505	13.28100169	i	red
	Tb927.10.15150 	-0.956011641	12.24548639	i	red
	Tb11.02.4700 	-0.961415576	16.92978842	i	red
	Tb927.1.3820 	-0.98681648	11.89354166	i	red
	Tb927.10.6120 	-1.005985155	11.62277067	i	red
	Tb927.10.8450 	-1.044449123	15.32879786	i	red
	Tb927.5.4510 	-1.049335094	13.81072	i	red
	Tb927.8.7350 	-1.058953803	13.31742372	i	red
	Tb11.02.4190 	-1.076356915	14.69791224	i	red
	Tb927.10.7090 	-1.122679788	12.66789532	i	red
	Tb927.7.7470 	-1.192084597	14.66760353	i	red
	Tb927.10.1160 	-1.53161479	11.58919948	i	red
	Tb11.57.0053 	-1.934675856	12.8945067	i	red
	Tb11.02.3950 	-2.18376895	11.68293631	i	red
	Tb927.5.1530 	-3.005666478	10.66689176	i	red
	Tb11.01.5530 	-1.623176207	13.21545601	i	red
GAP protein	Tb927.1.3220 	3.015684012	14.92058022	iii	green
	Tb927.8.7610 	0.913492628	14.87480477	ii	white
	Tb09.211.3810 	0.065296567	14.36002295	i	red
	Tb927.10.14890 	0.48357074	13.96176231	i	red
	Tb09.160.5220 	-0.041936869	11.45213796	i	red
	Tb11.01.3470 	0.969086007	13.72876082	i	red
	Tb11.01.4310 	0.182056609	12.35080378	i	red
	Tb11.55.0015 	-0.448311731	10.84365569	i	red
	Tb927.2.3660 	0.212836189	12.5729388	i	red
STT3B	Tb927.5.900 	1.055981277	15.56642841	ii	white
	Tb927.10.12670 	-0.112193196	12.61202676	i	red
	Tb927.5.3630 	-0.033348051	10.56578749	i	red
	Tb927.7.1230 	0.415109632	10.36327713	i	red
	Tb927.3.4290 	0.010587865	19.03203302	i	red
	Tb927.7.5000 	-0.10534545	16.90240414	i	red
	Tb927.10.11730 	1.909201773	13.27419429	ii	red
	Tb927.8.5460 	-0.168387778	14.82608996	i	red
	Tb11.02.4410 	0.031778981	12.76207797	i	red
	Tb927.6.1400 	0.401806327	11.07567087	i	red
	Tb927.10.12510 	-0.684248818	16.17479769	i	red
	Tb09.211.0100 	0.276937222	12.96705622	i	red
	Tb927.3.1400 	0.259477575	14.21191163	i	red
	Tb927.7.2320 	-0.010183264	12.98038137	i	red
	Tb927.3.3310 	-0.11689154	18.29267595	i	red
GK	Tb09.211.3550 	3.59152597	20.8510952	iii	green
ACT	Tb927.8.590 	3.343527273	16.85692189	iii	green
	Tb927.2.5200 	2.325454011	14.97384272	iii	green
	Tb09.211.4511 	1.066292401	17.78390418	ii	white
	Tb927.10.2790 	0.071856383	14.35563208	i	red
	Tb927.4.5380 	0.08024833	14.04278794	i	red
	Tb927.2.4780 	0.150933256	14.52317013	i	red
	Tb09.211.0200 	0.221781173	12.16399028	i	red
	Tb927.8.1180 	-0.074380288	13.97457839	i	red
	Tb927.10.7780 	0.325574774	13.21125148	i	red
	Tb11.01.1710 	0.170694234	9.87640551	i	red
	Tb927.3.1770 	0.030612426	12.21684774	i	red
	Tb927.8.4970 	-0.012834064	19.20272226	i	red
	Tb09.211.1130 	-0.068256438	11.35439748	i	red
	Tb927.7.2660 	0.194157464	12.76266125	i	red
	Tb11.01.4180 	0.16407476	14.1538205	i	red
	Tb927.1.2770 	0.21500947	14.38407143	i	red
	Tb11.52.0016 	0.258696013	13.53415794	i	red
	Tb927.5.830 	2.042366932	11.63174604	ii	red
	Tb09.160.1790 	-0.027736618	12.49579586	i	red
	Tb927.6.4640 	0.084517014	13.14285241	i	red
	Tb927.10.5360 	-0.133995422	17.27574612	i	red
	Tb11.01.3690 	0.145351386	11.47987189	i	red
	Tb927.8.7850 	0.005629041	11.6663711	i	red
	Tb927.10.4860 	0.147424158	13.06451709	i	red
	Tb11.01.2680 	-0.111523128	18.93617722	i	red
	Tb11.01.7370 	0.406971971	12.81366362	i	red
	Tb11.01.4621 	0.15206884	15.72767145	i	red
	Tb927.5.2330 	-0.032050256	16.11536716	i	red
	Tb927.8.4320 	0.142780783	11.7943557	i	red
PKA-anchor	Tb927.10.6150 	2.191493901	16.6944868	iii	green
	Tb927.10.460 	0.086673809	12.33730169	i	red
	Tb927.1.3250 	0.149496662	13.95953893	i	red
	Tb927.5.3650 	-0.84877873	12.75818358	i	red
	Tb927.4.1750 	0.286839478	11.67662409	i	red
	Tb927.8.2520 	-0.058426189	17.43291521	i	red
	Tb927.8.5170 	0.33994997	10.63240486	i	red
	Tb927.4.4240 	-0.08574948	16.57973208	i	red
	Tb927.8.1620 	0.097231027	16.05480721	i	red
	Tb927.7.960 	0.532137018	14.99459434	i	red
	Tb11.01.8000 	-1.599243497	12.46318638	i	red
	Tb927.7.7320 	0.023674159	11.91744805	i	red
	Tb927.10.15870 	0.609803829	15.25360317	i	red
	Tb11.02.5330 	0.244765308	13.97811048	i	red
	Tb927.3.2640 	0.023841575	14.18427641	i	red
	Tb927.10.7770 	-0.039399329	10.26133802	i	red
	Tb09.211.0480 	-0.261117522	15.1769725	i	red
	Tb11.01.3050 	0.244718545	14.08144354	i	red
	Tb927.10.15390 	0.038329501	14.76374109	i	red
	Tb11.02.3560 	-0.266337968	14.69549401	i	red
	Tb927.3.3770 	0.112059417	12.83470543	i	red
	Tb927.3.3940 	0.191519283	13.51210185	i	red
	Tb927.10.2920 	0.006333934	15.80788867	i	red
	Tb09.v1.0400 	0.137060684	10.09252056	i	red
	Tb927.1.190 	0.332005191	14.31847052	i	red
	Tb927.10.2100 	0.51282577	21.25074145	ii	white
	Tb927.4.3590 	-0.006670011	16.41361515	i	red
	Tb927.10.10890 	0.200245882	18.372957	i	red
	Tb09.160.4450 	-0.139936415	18.12371686	i	red
	Tb11.01.5970 	0.2960461	13.22634388	i	red
	Tb927.8.1150 	0.058858288	13.32558017	i	red
	Tb927.8.2060 	0.634819563	12.62989576	i	red
	Tb927.5.2540 	0.303225478	12.10350714	i	red
	Tb927.8.7490 	0.010823841	13.59570592	i	red
	Tb927.7.2370 	-0.136389257	19.26448749	i	red
	Tb11.01.5930 	0.01952576	15.93730665	i	red
	Tb927.10.5460 	-0.104042792	16.95125222	i	red
	Tb927.10.6330 	-0.950193658	15.09942515	i	red
	Tb11.01.8010 	0.053806444	11.72867241	i	red
	Tb11.01.4570 	0.096615068	13.56262347	i	red
	Tb927.10.3720 	0.425359919	15.31887571	i	red
	Tb927.7.2820 	0.174626415	18.01957717	i	red
	Tb927.7.1830 	-0.087384327	12.24028906	i	red
	Tb11.01.3410 	0.099046271	13.77582476	i	red
	Tb09.211.0520 	-0.090456017	13.98285886	i	red
	Tb09.160.4630 	1.709291073	11.68988862	ii	white
	Tb927.2.5870 	-0.118427825	14.18381717	i	red
	Tb11.01.8370 	0.146231319	12.12112015	i	red
	Tb927.10.8270 	-0.097518927	15.97281045	i	red
	Tb11.02.0880 	-0.302973516	12.20924756	i	red
	Tb927.10.10460 	0.18611392	18.75207224	i	red
	Tb927.10.2230 	0.219091058	11.68102127	i	red
	Tb09.211.0620 	-0.069371652	17.95365712	i	red
	Tb11.55.0005 	0.459671779	10.83752055	i	red
	Tb11.46.0004 	-0.460774214	13.13470765	i	red
	Tb11.02.3770 	-0.097880441	14.17941165	i	red
	Tb09.160.1400 	0.053667449	13.21555964	i	red
	Tb927.6.1940 	0.148737199	15.45891763	i	red
	Tb927.1.2330 	0.014576018	21.47051249	i	red
	Tb927.10.6070 	-0.224650549	17.52657202	i	red
	Tb11.01.1050 	0.085193613	14.28073587	i	red
	Tb11.01.3170 	-0.077614594	19.06376771	i	red
	Tb11.02.2430 	-0.097070636	18.43174917	i	red
	Tb927.8.3180 	-0.010759244	14.17213245	i	red
	Tb927.10.5330 	-0.142868559	20.43614695	i	red
	Tb927.1.90 	0.392115871	15.60239614	i	red
	Tb11.02.3470 	-0.068937265	12.15640248	i	red
	Tb927.7.2810 	0.2297882	13.74751977	i	red
	Tb09.211.0120 	0.225416348	17.6225533	i	red
	Tb11.01.5310 	-0.810890246	15.08256986	i	red
	Tb927.3.4710 	0.152631014	11.87676108	i	red
	Tb927.7.500 	0.26946423	15.24473983	i	red
	Tb11.01.5400 	0.117296086	13.71176447	i	red
	Tb927.4.2820 	-0.226273678	11.65348871	i	red
	Tb11.03.0340 	0.376117516	13.47487158	i	red
	Tb927.10.14480 	0.295903289	12.24716546	i	red
	Tb09.211.1820 	1.087802259	12.55317962	i	red
	Tb927.10.4320 	0.149727878	14.08392635	i	red
	Tb927.4.1790 	-0.138250984	17.26740064	i	red
	Tb927.6.3330 	0.286072604	15.65257815	i	red
	Tb09.160.4250 	-0.047120053	18.85362636	i	red
	Tb927.5.3600 	0.247285045	12.09797427	i	red
	Tb09.160.3320 	0.107094518	13.86359118	i	red
	Tb927.2.5530 	1.704261738	11.21777272	ii	white
	Tb11.02.0020 	0.117562069	14.46039189	i	red
	Tb09.160.2550 	-0.12977714	18.09226049	i	red
	Tb927.10.2580 	-0.038622323	16.27189179	i	red
	Tb11.02.2330 	0.019346089	10.94684435	i	red
	Tb927.7.6180 	-0.150438786	15.46537265	i	red
	Tb927.3.3290 	-0.053111336	10.76528667	i	red
	Tb927.6.3740 	-0.060283502	19.57620478	i	red
	Tb927.2.1140 	-0.163080765	14.06753777	i	red
	Tb927.7.4240 	0.146627061	12.21037808	i	red
	Tb927.7.7450 	-0.066277098	12.98021868	i	red
	Tb927.10.4080 	0.076284277	14.99043464	i	red
	Tb927.8.6770 	0.172009272	12.18356908	i	red
PEX13.2	Tb09.211.1050 	4.284273498	15.77373717	iii	green
	Tb927.10.5940 	0.228355619	16.31480272	i	red
	Tb927.1.120 	0.233675297	17.02029317	i	red
	Tb927.10.1540 	0.977463111	11.27143774	i	red
	Tb927.10.8850 	0.030689204	12.85916585	i	red
	Tb927.7.5580 	0.30049955	15.09903476	i	red
	Tb11.02.2050 	0.021906077	13.34127943	i	red
	Tb927.3.5450 	0.363657079	13.02794082	i	red
	Tb927.6.2280 	0.50682856	12.8699196	i	red
	Tb09.160.3260 	0.123268887	12.33228942	i	red
	Tb927.10.4070 	0.086365655	12.15698838	i	red
	Tb927.2.2360 	-0.110943172	11.46939384	i	red
	Tb927.10.12740 	0.295074931	10.98314186	i	red
	Tb09.160.1160 	-0.073842072	18.23700314	i	red
	Tb927.6.870 	0.140610016	14.21403337	i	red
	Tb927.6.3710 	0.047449254	12.07147369	i	red
	Tb927.10.3970 	0.494233227	10.83325641	i	red
	Tb927.10.3340 	1.019409349	11.05723007	i	red
	Tb927.10.14310 	0.364064034	11.99677079	i	red
	Tb927.10.4560 	0.027545782	19.75466508	i	red
	Tb09.160.4670 	-0.556011509	11.9736504	i	red
	Tb927.1.1930 	0.316341361	14.63375981	i	red
	Tb927.4.4730 	0.242450074	15.1284207	i	red
	Tb927.8.880 	0.044083258	10.78889954	i	red
	Tb927.3.4020 	0.012640181	12.29819919	i	red
	Tb927.8.6650 	0.214973244	12.45562012	i	red
	Tb927.7.3580 	0.160137133	10.23165811	i	red
	Tb927.2.4200 	0.013256271	11.31866486	i	red
	Tb927.10.15420 	-0.201061946	11.98417352	i	red
	Tb927.10.6580 	0.869437063	12.88008085	i	red
	Tb09.160.4930 	0.825215762	12.7101408	i	red
	Tb11.52.0014 	0.067213127	11.23871128	i	red
	Tb927.2.3460 	1.301401582	13.34573883	ii	white
	Tb927.4.5340 	0.058007484	12.95431224	i	red
	Tb927.7.3150 	0.10514166	13.72715891	i	red
	Tb927.4.3950 	-0.054390449	17.76081353	i	red
	Tb927.8.4050 	0.223284981	14.64919794	i	red
	Tb927.3.4730 	0.216801913	13.54553391	i	red
	Tb927.8.6370 	0.035821561	13.4486552	i	red
	Tb927.7.230 	-0.061432494	15.76710769	i	red
	Tb927.4.4380 	0.02763237	16.11622916	i	red
	Tb11.03.0730 	0.672289553	12.03753288	i	red
	Tb927.10.13490 	0.374791229	12.82022375	i	red
	Tb11.01.7500 	-2.496468077	14.42273489	i	red
	Tb927.4.4940 	0.23878686	11.03780326	i	red
	Tb927.8.7700 	-0.255184457	15.35257986	i	red
	Tb11.01.7960 	-0.1070878	18.32461058	i	red
	Tb09.211.4070 	-0.517438941	11.99661583	i	red
	Tb11.01.4790 	1.541143857	12.91091793	ii	white
	Tb927.1.600 	-0.729602625	12.9416987	i	red
	Tb927.6.4410 	0.235849577	10.56735227	i	red
	Tb927.10.7030 	-0.186863035	11.5945464	i	red
	Tb927.6.5070 	-0.054391295	16.26447694	i	red
	Tb927.8.4010 	0.225300242	14.67733532	i	red
	Tb09.160.2960 	0.367564888	13.958472	i	red
	Tb927.4.3550 	-0.123325898	16.57041	i	red
	Tb927.10.9080 	1.045590751	16.93403343	ii	gray
	Tb09.160.5480 	-0.355200848	17.30449259	i	red
	Tb927.7.5970 	-1.474251823	12.91357404	i	red
	Tb927.8.7730 	1.553048337	12.39520435	ii	white
	Tb927.10.6730 	-0.279177572	16.43128798	i	red
	Tb927.8.7670 	-0.685895173	13.94416096	i	red
	Tb927.8.8300 	0.04111195	16.66050351	i	red
	Tb927.7.2640 	0.017400753	15.69960475	i	red
PPDK	Tb11.02.4150 	3.78602953	20.75385221	iii	green
	Tb927.7.5940 	-0.627823389	16.87052787	i	red
	Tb11.02.3860 	-1.561978466	15.47429941	i	red
	Tb11.01.8270 	0.272226377	15.47646039	i	red
	Tb11.02.4520 	0.48976387	14.04289327	i	red
	Tb927.5.2930 	-0.323182035	17.27740321	i	red
	Tb927.8.4950 	0.117902387	16.00849711	i	red
	Tb927.10.12500 	-0.619626125	17.66426971	i	red
	Tb927.10.11970 	0.0528332	14.57336348	i	red
FR	Tb927.5.930 	4.062044344	18.96616082	iii	green
	Tb11.47.0004 	0.142963957	17.90315727	i	red
	Tb927.7.320 	0.375220259	13.42134072	i	red
	Tb09.160.4600 	0.103573806	16.92491562	i	red
	Tb927.7.4270 	-0.425559359	15.13574123	i	red
	Tb11.02.4420 	-0.49329107	14.98442356	i	red
	Tb927.7.6790 	-0.194787619	17.01531206	i	red
	Tb927.5.1490 	0.03782341	13.42526824	i	red
	Tb927.10.7290 	0.181924001	15.51982097	i	red
	Tb927.8.7480 	0.35863273	11.88154082	i	red
PMI	Tb11.01.6410 	4.240900463	18.26551797	iii	green
SQMO	Tb11.02.0780 	1.215298331	14.63647625	ii	gray
	Tb927.8.2770 	0.077242999	14.00951346	i	red
	Tb11.02.1880 	0.590148134	11.32992494	i	red
	Tb927.6.2390 	0.353159731	10.75792333	i	red
	Tb927.4.3720 	0.124951992	14.45916738	i	red
	Tb927.7.2670 	0.325159851	14.24619801	i	red
	Tb09.244.2660 	0.087102669	13.72280022	i	red
	Tb09.211.2880 	-0.466295821	13.98141636	i	red
GMPR	Tb927.5.2080 	4.543169436	18.99033079	iii	green
	Tb927.7.6270 	0.736734744	12.09354629	i	red
PEPCK	Tb927.2.4210 	4.07734011	20.01977537	iii	green
	Tb11.01.2630 	-0.222122525	15.33080979	i	red
	Tb11.01.2540 	-0.040474978	15.15776976	i	red
	Tb927.10.2350 	0.52372696	13.89176309	i	red
	Tb927.3.3740 	-0.115941359	10.56992116	i	red
	Tb11.02.0100 	-0.194839643	13.87987301	i	red
	Tb927.1.3560 	-0.198115329	12.8574134	i	red
	Tb927.3.2230 	0.109778974	17.98184167	i	red
	Tb927.7.2680 	0.020573382	14.63805389	i	red
	Tb09.160.1100 	-0.061261233	16.25086822	i	red
	Tb927.6.4750 	-0.006193791	15.54277602	i	red
	Tb11.01.3290 	0.359148037	17.25521722	i	red
	Tb11.01.4280 	0.125069793	12.77954877	i	red
	Tb927.8.2160 	0.230877739	17.68968553	i	red
	Tb927.8.6580 	-0.03042681	17.66441665	i	red
	Tb927.10.14550 	0.021655586	17.69086368	i	red
	Tb927.3.3950 	-0.090615811	11.47795803	i	red
	Tb11.02.0110 	-0.41289747	12.15965133	i	red
	Tb09.244.2560 	0.268091694	17.63352094	i	red
	Tb927.5.4310 	0.002418711	15.7531062	i	red
	Tb927.10.14090 	0.380484465	15.31727931	i	red
	Tb927.7.6340 	0.240391027	11.44076942	i	red
	Tb09.244.2650 	-0.090302594	14.26426161	i	red
	Tb927.10.6630 	-0.427918536	16.32232957	i	red
	Tb11.02.0620 	0.467337295	14.34960423	i	red
	Tb927.2.4550 	-0.285948261	16.46056965	i	red
	Tb09.211.2960 	-0.300742709	16.31637598	i	red
	Tb927.1.1240 	0.002328009	14.96429046	i	red
	Tb927.10.9260 	0.286133318	12.69696002	i	red
	Tb11.02.5590 	-0.083215082	13.91419937	i	red
	Tb927.3.1030 	-0.004517774	14.77030313	i	red
	Tb09.211.0140 	-0.268241024	15.43434116	i	red
APRT	Tb927.7.1790 	2.834596005	19.14222528	iii	green
	Tb11.55.0011 	1.355094501	14.58369184	ii	red
	Tb927.10.14330 	0.058066924	13.7213916	i	red
	Tb927.5.1250 	0.332622014	13.78368083	i	red
	Tb11.01.0820 	-0.125909752	11.44801911	i	red
	Tb11.02.2620 	-0.006024384	15.2311114	i	red
	Tb11.01.1250 	0.958805473	13.49162754	i	red
	Tb11.01.6650 	0.39791246	13.60915891	i	red
	Tb927.10.3210 	0.458234688	17.00739508	i	red
	Tb927.10.2310 	-0.384621372	10.5996534	i	red
	Tb927.5.520 	-0.121524838	14.23021273	i	red
	Tb927.10.8920 	0.057878206	14.70697417	i	red
	Tb09.211.1800 	-0.483133749	16.30069653	i	red
	Tb927.1.3070 	0.002601857	12.41973917	i	red
	Tb927.7.2170 	-0.077620641	14.38390852	i	red
	Tb09.160.4240 	0.078837557	14.69899537	i	red
	Tb927.10.3560 	-0.199735802	13.96626736	i	red
	Tb927.8.5990 	-0.044108592	11.69512729	i	red
	Tb927.10.12700 	0.384693536	17.05813287	i	red
	Tb927.7.2160 	1.300405945	14.19680637	ii	gray
	Tb927.10.15180 	0.05246223	14.67468703	i	red
	Tb927.6.4210 	0.915545572	15.76558577	ii	gray
	Tb927.5.1760 	-0.096523164	12.70621849	i	red
	Tb09.211.0930 	0.036665912	16.81831564	i	red
	Tb11.01.4740 	0.497338013	16.78484628	i	red
	Tb927.3.3330 	0.152502345	16.64458994	i	red
	Tb927.2.2340 	0.136978812	11.5588252	i	red
	Tb927.10.15170 	-0.118064629	14.2904661	i	red
	Tb927.4.320 	-0.843689504	13.95933276	i	red
	Tb11.03.0300 	-0.021526111	16.23753557	i	red
	Tb927.6.2840 	-0.207368811	14.55672357	i	red
	Tb927.3.5400 	-0.334570283	13.70189695	i	red
	Tb927.1.2230 	-0.158027625	17.47523005	i	red
	Tb927.3.2660 	0.257843351	14.56179161	i	red
	Tb927.10.14950 	0.127485992	14.83016435	i	red
	Tb09.244.2380 	0.330443668	14.33225746	i	red
	Tb927.10.5010 	0.006908369	14.69427486	i	red
	Tb09.211.0180 	0.097605021	14.29717416	i	red
	Tb927.7.990 	0.778391744	15.26005638	i	red
	Tb927.3.3590 	-0.175089232	15.98431851	i	red
	Tb927.3.2300 	-0.944998755	10.9145037	i	red
	Tb11.02.1670 	-0.208023012	14.22564455	i	red
	Tb11.01.6190 	0.134615244	14.62866981	i	red
	Tb927.4.2240 	0.368723954	16.12907992	i	red
	Tb11.52.0008 	0.199351894	13.82294033	i	red
	Tb09.211.1310 	0.277347013	17.17201846	i	red
	Tb11.01.8520 	0.393086655	12.66212316	i	red
	Tb927.6.3490 	0.391039401	11.12853313	i	red
	Tb927.10.1690 	0.189356746	12.70040264	i	red
	Tb927.6.1870 	0.058047658	14.99347452	i	red
	Tb927.10.3700 	-0.118559012	14.14377184	i	red
	Tb927.8.1410 	-0.26870878	16.42491071	i	red
	Tb927.10.1720 	-0.245027007	13.59985853	i	red
	Tb927.6.1900 	0.083644688	15.9458289	i	red
	Tb11.02.2670 	0.013355059	14.37847953	i	red
	Tb11.01.0800 	0.473111505	10.22333529	i	red
	Tb927.6.3540 	-0.050150424	14.57329333	i	red
	Tb11.02.2880 	1.353030225	14.27535332	ii	gray
	Tb09.160.5020 	-0.009827175	14.48345972	i	red
	Tb927.8.560 	0.837618302	13.72726308	i	red
	Tb927.2.2950 	0.199498801	13.12789364	i	red
	Tb927.10.6260 	-0.51008719	10.9374497	i	red
	Tb927.3.3030 	-0.020437675	13.4567341	i	red
	Tb11.01.2140 	0.079743976	13.65330596	i	red
	Tb927.3.2750 	-0.119487019	15.33646407	i	red
	Tb11.02.4620 	0.034031228	13.92535918	i	red
	Tb11.01.2330 	0.013861412	16.49737214	i	red
	Tb11.01.4040 	0.997146288	10.14765592	i	red
	Tb927.1.3310 	-0.001314876	14.03492662	i	red
	Tb927.6.4440 	-0.10953519	16.34322324	i	red
	Tb09.211.0610 	0.096712889	14.81836579	i	red
	Tb927.7.930 	0.034598755	14.2360839	i	red
	Tb927.8.900 	0.042049239	14.68987935	i	red
	Tb927.10.1630 	-0.002998193	16.69825325	i	red
	Tb927.10.13800 	0.054283922	13.98973547	i	red
	Tb11.01.5660 	1.286176552	13.30543898	ii	gray
	Tb11.01.2790 	0.06266363	13.8927636	i	red
	Tb927.10.11340 	0.121954742	13.26174694	i	red
	Tb927.6.4780 	0.200151815	15.16501564	i	red
	Tb09.160.5060 	-0.008287406	18.41409799	i	red
	Tb927.7.2740 	0.260274423	13.91300387	i	red
	Tb927.8.2630 	-0.043385717	17.43215425	i	red
	Tb11.01.0490 	-0.140592558	15.70326022	i	red
	Tb11.02.4300 	-0.095352834	14.79412109	i	red
	Tb927.8.2450 	0.319155458	12.60711336	i	red
	Tb927.3.3520 	0.399158851	13.16988842	i	red
	Tb927.8.1220 	0.203429678	12.14446221	i	red
	Tb927.10.14680 	-0.161290243	16.67087598	i	red
	Tb927.10.1500 	0.355016264	15.9111391	i	red
	Tb927.10.5300 	0.037322105	14.73416112	i	red
	Tb927.7.650 	0.136813824	12.50601574	i	red
	Tb927.1.1960 	0.083791058	13.31870581	i	red
	Tb927.10.510 	0.486083078	15.37760289	i	red
	Tb927.10.6060 	-0.027585907	17.12558705	i	red
	Tb927.7.4340 	0.146985239	13.86325953	i	red
	Tb927.8.2600 	-0.351526875	15.5698963	i	red
	Tb11.01.5370 	0.058874932	13.93612423	i	red
	Tb09.160.0370 	0.158677655	12.76360999	i	red
	Tb927.10.14380 	-0.135271126	13.79024933	i	red
	Tb09.211.3370 	0.240695497	13.20076091	i	red
	Tb11.03.0680 	-0.007577001	13.45446453	i	red
	Tb927.3.3130 	0.279718142	17.33840899	i	red
	Tb09.211.3510 	-0.023724176	16.85046973	i	red
	Tb927.7.1360 	-0.241493184	12.69150787	i	red
	Tb927.7.4120 	0.074109415	13.69457665	i	red
	Tb927.3.2490 	0.289388211	17.86521073	i	red
	Tb927.1.5000 	4.955196338	17.32613954	iii	green
	Tb11.01.3630 	0.029849895	15.84854713	i	red
	Tb927.3.2900 	0.150871835	15.12175745	i	red
PEX19	Tb09.211.3300 	1.975423086	13.46716461	ii	gray
	Tb927.10.13470 	0.213951526	14.29465951	i	red
	Tb927.10.13180 	0.010601085	15.79288142	i	red
	Tb09.211.3160 	-0.151634452	14.88770076	i	red
	Tb09.211.2990 	0.202149671	11.57554457	i	red
	Tb927.2.820 	-0.029830604	15.39945838	i	red
	Tb927.2.4445 	0.393764229	14.0322366	i	red
	Tb927.2.5240 	0.049516415	14.86286897	i	red
	Tb927.5.3230 	-0.244813549	14.33630656	i	red
	Tb927.5.590 	0.260025656	10.87888164	i	red
	Tb11.01.4830 	0.627503244	16.48297656	i	red
	Tb11.02.0450 	-0.247045936	10.83559215	i	red
	Tb11.02.2450 	0.379971594	13.10756873	i	red
	Tb11.55.0009 	0.178164317	14.36295649	i	red
	Tb927.8.4940 	-0.135758978	13.67798766	i	red
	Tb11.42.0003 	-0.152882184	19.43755165	i	red
	Tb927.10.9720 	0.069864623	16.34120664	i	red
	Tb927.10.11760 	-6.90648E-05	16.08688801	i	red
	Tb11.03.0540 	1.241159729	15.22565745	ii	gray
	Tb927.1.1370 	-0.180700466	14.63427533	i	red
	Tb11.02.0750 	-0.148151227	18.94712632	i	red
	Tb11.03.0450 	0.01592569	14.61853299	i	red
	Tb927.7.2100 	0.018491749	14.72363142	i	red
	Tb927.2.4850 	1.46392E-05	14.29053309	i	red
	Tb927.10.13270 	0.443712728	10.40700968	i	red
	Tb09.211.2570 	-0.18225057	19.16590268	i	red
	Tb927.7.700 	0.060870263	12.89857401	i	red
	Tb927.7.5600 	0.187134291	12.12208882	i	red
	Tb927.3.2680 	0.241230036	13.47551006	i	red
	Tb927.5.3550 	0.041177102	14.52369105	i	red
	Tb11.39.0006 	0.485661924	11.91303448	i	red
	Tb09.160.1310 	0.326465695	13.47857318	i	red
	Tb11.46.0009 	0.021597476	16.59267866	i	red
	Tb11.03.0410 	0.464662717	16.55967959	i	red
	Tb927.6.2360 	0.33012661	16.22956359	i	red
	Tb927.10.15370 	0.181845957	13.75710975	i	red
	Tb927.10.1420 	0.154776896	11.12817723	i	red
	Tb927.10.8190 	-0.156241414	18.97282424	i	red
PEX11	Tb11.01.3400 	0.321581807	13.32237061	i	red
	Tb11.02.2030 	0.142042827	15.76926333	i	red
	Tb09.211.1930 	0.172273235	12.98705051	i	red
	Tb11.01.6540 	1.806165189	11.01595881	ii	red
	Tb927.7.4900 	0.177216536	16.65604249	i	red
	Tb11.01.7010 	0.014554894	16.88503986	i	red
	Tb11.01.3420 	-0.020664375	15.8696976	i	red
	Tb11.01.6610 	0.099570946	14.38852997	i	red
	Tb927.10.15700 	0.305095011	13.68884508	i	red
	Tb11.02.1420 	0.194065964	10.85708309	i	red
	Tb927.5.760 	0.161917951	13.18936529	i	red
	Tb11.01.7680 	0.118883591	11.41851738	i	red
	Tb927.5.2430 	1.706301182	13.18120802	ii	red
	Tb927.2.340 	-0.049403641	16.37691907	i	red
	Tb11.02.2110 	0.187848127	12.31861157	i	red
	Tb927.10.9190 	-0.437527762	15.16562927	i	red
	Tb927.7.2120 	0.074812781	12.93755908	i	red
	Tb927.2.1820 	-0.057511768	15.38589336	i	red
	Tb09.211.2700 	0.008325728	15.32866867	i	red
	Tb09.244.2570 	-0.250710903	17.47348184	i	red
	Tb11.02.2940 	0.000743826	13.25386027	i	red
	Tb927.10.12290 	-0.401302792	11.34523487	i	red
	Tb927.10.15350 	0.032439302	13.03603259	i	red
	Tb927.10.8430 	-0.098630481	17.29078599	i	red
	Tb11.03.0760 	-0.028275827	13.18424198	i	red
	Tb927.4.110 	0.16367352	15.05140259	i	red
	Tb11.03.0520 	-0.03513564	12.44151782	i	red
	Tb11.02.0430 	0.065161421	12.18040561	i	red
	Tb11.02.4030 	-0.897443161	14.75053358	i	red
	Tb927.8.7020 	-0.198030185	13.91304912	i	red
	Tb11.02.0270 	0.102742854	14.35119196	i	red
	Tb11.02.4290 	0.228176332	13.83057825	i	red
	Tb927.2.100 	-0.080713316	14.38581231	i	red
	Tb927.7.1220 	0.428571222	13.32918326	i	red
	Tb927.8.2030 	0.042872915	15.5254161	i	red
	Tb927.10.850 	0.140599857	11.91941551	i	red
	Tb11.01.5820 	0.018171416	14.27237166	i	red
	Tb09.211.1070 	0.084143558	15.00619046	i	red
	Tb09.211.1910 	0.180657108	12.25986952	i	red
	Tb927.8.5070 	0.384411626	13.16300353	i	red
	Tb927.6.630 	0.119953718	13.41288499	i	red
	Tb927.7.2390 	0.145116127	15.81790574	i	red
	Tb927.10.5130 	0.065800432	11.37500387	i	red
	Tb11.02.4990 	0.171483421	13.1159124	i	red
